source_row,set,bin,k,q_squared,x_b,t,phi_deg,phi,unp_beam_unp_target_xsec,unp_beam_unp_target_xsec_err,unp_beam_unp_target_xsec_errstat,unp_beam_unp_target_xsec_errsyst_plus,unp_beam_unp_target_xsec_errsyst_minus,xsec_diff,xsec_diff_err,xsec_diff_errstat,xsec_diff_errsyst_plus,xsec_diff_errsyst_minus,bsa_from_central_values,experiment_year,experiment,link,ReH,ReHt,ReE,ReEt,ImH,ImHt,ImE,ImEt,DVCS
40,4,4,5.55,1.74,0.359,-0.183,67.5,1.1780972450961724,0.0737,0.003737920619809896,0.0029,0.0023584,0.0023584,0.00799,0.003708823568518729,0.0037,0.00025568,0.00025568,0.10841248303934872,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
41,4,5,5.55,1.74,0.359,-0.183,82.5,1.4398966328953218,0.0681,0.003548085771229326,0.0028,0.0021792,0.0021792,0.00943,0.0036126249594443096,0.0036,0.00030176,0.00030176,0.13847283406754773,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
42,4,6,5.55,1.74,0.359,-0.183,97.5,1.7016960206944713,0.0632,0.003293949264940187,0.0026,0.0020224,0.0020224,0.00507,0.0033039857471847543,0.0033,0.00016224,0.00016224,0.08022151898734176,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
43,4,7,5.55,1.74,0.359,-0.183,112.5,1.9634954084936207,0.057,0.0030946689645259314,0.0025,0.001824,0.001824,0.00281,0.0032012631267048326,0.0032,8.992e-05,8.992e-05,0.049298245614035084,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
44,4,8,5.55,1.74,0.359,-0.183,127.5,2.2252947962927703,0.0536,0.002949900174582184,0.0024,0.0017152,0.0017152,0.00415,0.003002937868155117,0.003,0.0001328,0.0001328,0.07742537313432836,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
45,4,9,5.55,1.74,0.359,-0.183,142.5,2.4870941840919194,0.0505,0.0028933468509668866,0.0024,0.001616,0.001616,-0.00243,0.0029010423329555186,0.0029,7.776e-05,7.776e-05,-0.04811881188118811,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
46,4,10,5.55,1.74,0.359,-0.183,157.5,2.748893571891069,0.0502,0.0028054448773768485,0.0023,0.0016064,0.0016064,0.000722,0.0029000920321286356,0.0029,2.3104e-05,2.3104e-05,0.014382470119521911,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
47,4,11,5.55,1.74,0.359,-0.183,172.5,3.0106929596902186,0.0508,0.0028987196069989243,0.0024,0.0016256,0.0016256,-0.00196,0.002800702375905016,0.0028,6.272e-05,6.272e-05,-0.03858267716535433,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
48,4,12,5.55,1.74,0.359,-0.183,187.5,-3.0106929596902186,0.0527,0.002933248192703781,0.0024,0.0016864,0.0016864,0.000206,0.0029000074921392877,0.0029,6.592e-06,6.592e-06,0.0039089184060721064,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
49,4,13,5.55,1.74,0.359,-0.183,202.5,-2.748893571891069,0.0512,0.002905917163306621,0.0024,0.0016384,0.0016384,-0.00409,0.002902951872560067,0.0029,0.00013088,0.00013088,-0.0798828125,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
50,4,14,5.55,1.74,0.359,-0.183,217.5,-2.4870941840919194,0.0509,0.002900515374894606,0.0024,0.0016288,0.0016288,-0.00132,0.0030002973548633473,0.003,4.224e-05,4.224e-05,-0.02593320235756385,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
51,4,15,5.55,1.74,0.359,-0.183,232.5,-2.2252947962927703,0.0571,0.003096556125762942,0.0025,0.0018272,0.0018272,-0.00558,0.003105138269642754,0.0031,0.00017856,0.00017856,-0.09772329246935202,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
52,4,16,5.55,1.74,0.359,-0.183,247.5,-1.9634954084936207,0.06,0.003232089107682522,0.0026,0.00192,0.00192,-0.0031,0.003201537230768994,0.0032,9.92e-05,9.92e-05,-0.051666666666666666,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
53,4,17,5.55,1.74,0.359,-0.183,262.5,-1.7016960206944713,0.0662,0.0034318535166874475,0.0027,0.0021184,0.0021184,-0.00468,0.0034032966455482543,0.0034,0.00014976,0.00014976,-0.07069486404833837,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
54,4,18,5.55,1.74,0.359,-0.183,277.5,-1.4398966328953218,0.0721,0.0037058294402198275,0.0029,0.0023072,0.0023072,-0.0108,0.003616550754517348,0.0036,0.0003456,0.0003456,-0.14979195561719835,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
55,4,19,5.55,1.74,0.359,-0.183,292.5,-1.1780972450961724,0.0773,0.0038882768625703597,0.003,0.0024736,0.0024736,-0.0185,0.0038458372300449743,0.0038,0.000592,0.000592,-0.23932729624838292,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
56,4,20,5.55,1.74,0.359,-0.183,307.5,-0.9162978572970231,0.0759,0.0038599312739995774,0.003,0.0024288,0.0024288,-0.0097,0.003912332828377463,0.0039,0.0003104,0.0003104,-0.12779973649538867,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
57,4,21,5.55,1.74,0.359,-0.183,322.5,-0.6544984694978736,0.0886,0.0042009950059479955,0.0031,0.0028352,0.0028352,-0.00834,0.004108676786314543,0.0041,0.00026688,0.00026688,-0.09413092550790068,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
58,4,22,5.55,1.74,0.359,-0.183,337.5,-0.39269908169872414,0.088,0.004262611406168759,0.0032,0.002816,0.002816,-0.00423,0.004202180663607885,0.0042,0.00013536,0.00013536,-0.04806818181818182,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
59,4,23,5.55,1.74,0.359,-0.183,352.5,-0.1308996938995747,0.0948,0.004482491378686634,0.0033,0.0030336,0.0030336,0.0043,0.0043022010366787836,0.0043,0.0001376,0.0001376,0.04535864978902954,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51484,1.34742,2.18225,126.28265,3.20275,1.49975,0,0,0.03471983
60,5,0,5.55,1.74,0.359,-0.242,7.5,0.1308996938995747,0.1009,0.004835819417637511,0.0036,0.0032288,0.0032288,0.00381,0.004301728081411004,0.0043,0.00012192,0.00012192,0.0377601585728444,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
61,5,1,5.55,1.74,0.359,-0.242,22.5,0.39269908169872414,0.0875,0.004482186966202994,0.0035,0.0028,0.0028,0.0106,0.004213674956614475,0.0042,0.0003392,0.0003392,0.12114285714285715,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
62,5,2,5.55,1.74,0.359,-0.242,37.5,0.6544984694978736,0.0879,0.0044126912241850775,0.0034,0.0028128,0.0028128,0.0138,0.004024302493600599,0.004,0.0004416,0.0004416,0.1569965870307167,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
63,5,3,5.55,1.74,0.359,-0.242,52.5,0.9162978572970231,0.0802,0.004102000604583086,0.0032,0.0025664,0.0025664,0.0117,0.003718894373331945,0.0037,0.0003744,0.0003744,0.1458852867830424,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
64,5,4,5.55,1.74,0.359,-0.242,67.5,1.1780972450961724,0.0646,0.0035613643228403352,0.0029,0.0020672,0.0020672,0.0147,0.003432386365198417,0.0034,0.0004704,0.0004704,0.22755417956656343,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
65,5,5,5.55,1.74,0.359,-0.242,82.5,1.4398966328953218,0.0588,0.003373487595945774,0.0028,0.0018816,0.0018816,0.00678,0.0032073465109962785,0.0032,0.00021696,0.00021696,0.11530612244897959,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
66,5,6,5.55,1.74,0.359,-0.242,97.5,1.7016960206944713,0.0546,0.003216008059691393,0.0027,0.0017472,0.0017472,0.00728,0.003009031465704538,0.003,0.00023296,0.00023296,0.13333333333333333,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
67,5,7,5.55,1.74,0.359,-0.242,112.5,1.9634954084936207,0.0512,0.0031582201569871596,0.0027,0.0016384,0.0016384,0.00483,0.0029041158368081667,0.0029,0.00015456,0.00015456,0.0943359375,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
68,5,8,5.55,1.74,0.359,-0.242,127.5,2.2252947962927703,0.0471,0.0030052706766612552,0.0026,0.0015072,0.0015072,0.00488,0.00280435125217937,0.0028,0.00015616,0.00015616,0.10360934182590233,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
69,5,9,5.55,1.74,0.359,-0.242,142.5,2.4870941840919194,0.0412,0.0028263365970811046,0.0025,0.0013184,0.0013184,0.0056,0.0027059402506337794,0.0027,0.0001792,0.0001792,0.13592233009708737,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
70,5,10,5.55,1.74,0.359,-0.242,157.5,2.748893571891069,0.0411,0.0029137177351280957,0.0026,0.0013152,0.0013152,0.00738,0.002809941555548798,0.0028,0.00023616,0.00023616,0.17956204379562046,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
71,5,11,5.55,1.74,0.359,-0.242,172.5,3.0106929596902186,0.0435,0.0030377070299816606,0.0027,0.001392,0.001392,0.0007,0.002800089598566446,0.0028,2.24e-05,2.24e-05,0.016091954022988506,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
72,5,12,5.55,1.74,0.359,-0.242,187.5,-3.0106929596902186,0.0448,0.003056993451088831,0.0027,0.0014336,0.0014336,0.00244,0.0029010509279225,0.0029,7.808e-05,7.808e-05,0.054464285714285715,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
73,5,13,5.55,1.74,0.359,-0.242,202.5,-2.748893571891069,0.0433,0.0030347796229709995,0.0027,0.0013856,0.0013856,-0.00428,0.002903232343716224,0.0029,0.00013696,0.00013696,-0.09884526558891456,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
74,5,14,5.55,1.74,0.359,-0.242,217.5,-2.4870941840919194,0.0462,0.003078257065288733,0.0027,0.0014784,0.0014784,-0.00468,0.0028040021500705023,0.0028,0.00014976,0.00014976,-0.1012987012987013,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
75,5,15,5.55,1.74,0.359,-0.242,232.5,-2.2252947962927703,0.0501,0.003140103539694193,0.0027,0.0016032,0.0016032,-0.00586,0.002806272216018966,0.0028,0.00018752,0.00018752,-0.11696606786427145,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
76,5,16,5.55,1.74,0.359,-0.242,247.5,-1.9634954084936207,0.0553,0.003228232358427751,0.0027,0.0017696,0.0017696,-0.00389,0.0029026703688844863,0.0029,0.00012448,0.00012448,-0.07034358047016274,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
77,5,17,5.55,1.74,0.359,-0.242,262.5,-1.7016960206944713,0.0563,0.0033295288795864198,0.0028,0.0018016,0.0018016,-0.00457,0.003103447460099816,0.0031,0.00014624,0.00014624,-0.08117229129662522,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
78,5,18,5.55,1.74,0.359,-0.242,277.5,-1.4398966328953218,0.0622,0.0035173416325401203,0.0029,0.0019904,0.0019904,-0.0062,0.003305958644629421,0.0033,0.0001984,0.0001984,-0.09967845659163987,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
79,5,19,5.55,1.74,0.359,-0.242,292.5,-1.1780972450961724,0.0691,0.0038078084825789228,0.0031,0.0022112,0.0022112,-0.0161,0.0035377155114565107,0.0035,0.0005152,0.0005152,-0.23299565846599132,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
80,5,20,5.55,1.74,0.359,-0.242,307.5,-0.9162978572970231,0.0809,0.00411605216682199,0.0032,0.0025888,0.0025888,-0.0123,0.0038203299543364054,0.0038,0.0003936,0.0003936,-0.15203955500618047,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
81,5,21,5.55,1.74,0.359,-0.242,322.5,-0.6544984694978736,0.0882,0.00434234288834956,0.0033,0.0028224,0.0028224,-0.0101,0.0040130360377150865,0.004,0.0003232,0.0003232,-0.1145124716553288,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
82,5,22,5.55,1.74,0.359,-0.242,337.5,-0.39269908169872414,0.0941,0.004541731546447896,0.0034,0.0030112,0.0030112,-0.00858,0.004208964622517039,0.0042,0.00027456,0.00027456,-0.09117959617428269,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
83,5,23,5.55,1.74,0.359,-0.242,352.5,-0.1308996938995747,0.0971,0.004680244848295867,0.0035,0.0031072,0.0031072,-0.000411,0.004400019656217913,0.0044,1.3152e-05,1.3152e-05,-0.0042327497425334705,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.51203,1.15318,2.03268,97.09222,2.88842,1.4213,0,0,0.030511348
84,6,0,5.55,1.74,0.359,-0.302,7.5,0.1308996938995747,0.0967,0.005136663446246016,0.0041,0.0030944,0.0030944,0.00263,0.004600769816628518,0.0046,8.416e-05,8.416e-05,0.02719751809720786,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
85,6,1,5.55,1.74,0.359,-0.302,22.5,0.39269908169872414,0.0939,0.004923293921756043,0.0039,0.0030048,0.0030048,0.0135,0.004321645982724638,0.0043,0.000432,0.000432,0.14376996805111822,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
86,6,2,5.55,1.74,0.359,-0.302,37.5,0.6544984694978736,0.0739,0.0042240121969520875,0.0035,0.0023648,0.0023648,0.00849,0.003909451371023816,0.0039,0.00027168,0.00027168,0.11488497970230041,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
87,6,3,5.55,1.74,0.359,-0.302,52.5,0.9162978572970231,0.0651,0.003818340246756436,0.0032,0.0020832,0.0020832,0.0116,0.0036190868240482984,0.0036,0.0003712,0.0003712,0.17818740399385558,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
88,6,4,5.55,1.74,0.359,-0.302,67.5,1.1780972450961724,0.0585,0.003536153842807182,0.003,0.001872,0.001872,0.012,0.0033222666960977107,0.0033,0.000384,0.000384,0.20512820512820512,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
89,6,5,5.55,1.74,0.359,-0.302,82.5,1.4398966328953218,0.0588,0.003541245340272261,0.003,0.0018816,0.0018816,0.0108,0.003119204924335687,0.0031,0.0003456,0.0003456,0.1836734693877551,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
90,6,6,5.55,1.74,0.359,-0.302,97.5,1.7016960206944713,0.0489,0.0032075846115106614,0.0028,0.0015648,0.0015648,0.00913,0.003014192672275613,0.003,0.00029216,0.00029216,0.18670756646216768,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
91,6,7,5.55,1.74,0.359,-0.302,112.5,1.9634954084936207,0.0488,0.003119069502271471,0.0027,0.0015616,0.0015616,0.00634,0.002807340430799229,0.0028,0.00020288,0.00020288,0.12991803278688524,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
92,6,8,5.55,1.74,0.359,-0.302,127.5,2.2252947962927703,0.043,0.0030304085533142226,0.0027,0.001376,0.001376,0.000153,0.0028000042804995854,0.0028,4.896e-06,4.896e-06,0.003558139534883721,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
93,6,9,5.55,1.74,0.359,-0.302,142.5,2.4870941840919194,0.0441,0.0031355199632596823,0.0028,0.0014112,0.0014112,0.0014,0.002900346020736146,0.0029,4.48e-05,4.48e-05,0.031746031746031744,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
94,6,10,5.55,1.74,0.359,-0.302,157.5,2.748893571891069,0.0392,0.0032516948442312356,0.003,0.0012544,0.0012544,0.00282,0.003101313150521888,0.0031,9.024e-05,9.024e-05,0.07193877551020408,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
95,6,11,5.55,1.74,0.359,-0.302,172.5,3.0106929596902186,0.0428,0.0034807763731673426,0.0032,0.0013696,0.0013696,0.000368,0.003200021667766642,0.0032,1.1776e-05,1.1776e-05,0.008598130841121496,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
96,6,12,5.55,1.74,0.359,-0.302,187.5,-3.0106929596902186,0.0434,0.0034883757595763677,0.0032,0.0013888,0.0013888,-0.000952,0.003200145005354601,0.0032,3.0464e-05,3.0464e-05,-0.02193548387096774,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
97,6,13,5.55,1.74,0.359,-0.302,202.5,-2.748893571891069,0.0436,0.00330856208042104,0.003,0.0013952,0.0013952,-0.00516,0.00300454066612519,0.003,0.00016512,0.00016512,-0.118348623853211,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
98,6,14,5.55,1.74,0.359,-0.302,217.5,-2.4870941840919194,0.039,0.003065534863608633,0.0028,0.001248,0.001248,-0.00344,0.0029020884904495934,0.0029,0.00011008,0.00011008,-0.0882051282051282,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
99,6,15,5.55,1.74,0.359,-0.302,232.5,-2.2252947962927703,0.0422,0.002929774762673745,0.0026,0.0013504,0.0013504,-0.00167,0.002800509923853154,0.0028,5.344e-05,5.344e-05,-0.03957345971563981,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
100,6,16,5.55,1.74,0.359,-0.302,247.5,-1.9634954084936207,0.0453,0.003064529353750752,0.0027,0.0014496,0.0014496,-0.00597,0.0029062856503791917,0.0029,0.00019104,0.00019104,-0.13178807947019866,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
101,6,17,5.55,1.74,0.359,-0.302,262.5,-1.7016960206944713,0.0553,0.003312323076029873,0.0028,0.0017696,0.0017696,-0.00582,0.003005775330526219,0.003,0.00018624,0.00018624,-0.10524412296564194,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
102,6,18,5.55,1.74,0.359,-0.302,277.5,-1.4398966328953218,0.0594,0.0035514842868862593,0.003,0.0019008,0.0019008,-0.00795,0.0032100964720705827,0.0032,0.0002544,0.0002544,-0.13383838383838384,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
103,6,19,5.55,1.74,0.359,-0.302,292.5,-1.1780972450961724,0.0611,0.0036650794043240043,0.0031,0.0019552,0.0019552,-0.00561,0.003404736029474238,0.0034,0.00017952,0.00017952,-0.09181669394435352,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
104,6,20,5.55,1.74,0.359,-0.302,307.5,-0.9162978572970231,0.0683,0.0038751577206611863,0.0032,0.0021856,0.0021856,-0.0097,0.0036133569101321835,0.0036,0.0003104,0.0003104,-0.14202049780380674,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
105,6,21,5.55,1.74,0.359,-0.302,322.5,-0.6544984694978736,0.078,0.004217821238506915,0.0034,0.002496,0.002496,-0.0128,0.003921450262339176,0.0039,0.0004096,0.0004096,-0.1641025641025641,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
106,6,22,5.55,1.74,0.359,-0.302,337.5,-0.39269908169872414,0.0869,0.004628482325773752,0.0037,0.0027808,0.0027808,-0.00939,0.004210734880089223,0.0042,0.00030048,0.00030048,-0.10805523590333717,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
107,6,23,5.55,1.74,0.359,-0.302,352.5,-0.1308996938995747,0.0927,0.004899951934458133,0.0039,0.0029664,0.0029664,-0.000195,0.00450000432639792,0.0045,6.24e-06,6.24e-06,-0.0021035598705501615,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.48537,0.9842,1.89581,78.39771,2.60768,1.34574,0,0,0.02705528
108,7,0,5.55,1.75,0.361,-0.363,7.5,0.1308996938995747,0.0927,0.0060736750785665185,0.0053,0.0029664,0.0029664,0.00148,0.005200215665681568,0.0052,4.736e-05,4.736e-05,0.015965480043149946,E07-007 Hall A,E07-007 Hall A,https://www.nature.com/articles/s41467-017-01819-3,-2.43459,0.83744,1.77036,64.96628,2.34835,1.2691,0,0,0.023768697
