set,n,chi2_per_point,pull_rms,median_abs_pull,max_abs_pull
364,24,0.816153050919776,0.9034118943869269,0.6014965444023009,1.7013420000000001
365,24,0.7736063299768521,0.8795489355214138,0.5699464381372656,2.352701970470632
366,24,0.9863208721411959,0.9931368848961335,0.5816804988691056,2.033578773044327
367,24,0.6040298968209892,0.77719360317812,0.5527562679112344,1.463756036459902
368,23,1.4687666183443984,1.2119268205400846,0.7032112546630975,3.0216881007145644
369,24,0.6292781058844533,0.7932705124259021,0.3419041873591745,2.103948894401758
370,24,1.623340782383882,1.2741039134952383,0.9267651791098557,2.4595329154296994
371,24,1.0052959438142735,1.002644475282377,0.7532919482251288,2.376582336168524
372,24,1.3428223192013558,1.1588021052799982,0.8514084313038954,2.261916341704823
373,24,1.8607811133523724,1.364104509688452,1.0013500249085334,2.5703201824120634
374,24,0.8440122762251011,0.9187014075449657,0.4848261636319614,2.8471499234996296
375,24,1.2762768889257492,1.1297242534909788,0.7975830614438764,2.42865847458689
376,24,1.3232045066920122,1.1503062664751558,0.9921826607659225,2.334691176470589
377,24,1.0459341765090513,1.0227092336089723,0.5456659564632523,2.837403041800397
378,24,0.8481451257893603,0.9209479495548922,0.39889420775511136,2.454732165267731
